_id,title,text,query
"<dbpedia:New_Haven,_Indiana>","New Haven, Indiana","New Haven is a city in Adams, Jefferson, and St. Joseph townships, Allen County, Indiana, United States. It is adjacent to the city of Fort Wayne, the second largest city in Indiana, and is situated mostly along the southern banks of the Maumee River. The population was 14,794 at the 2010 census.",what county is new haven indiana in
"<dbpedia:Camden,_Indiana>","Camden, Indiana","Camden is a town in Jackson Township, Carroll County, Indiana, United States. The population was 611 at the 2010 census. It is part of the Lafayette, Indiana Metropolitan Statistical Area.",what county is camden indiana in?
"<dbpedia:Shamrock_Lakes,_Indiana>","Shamrock Lakes, Indiana","Shamrock Lakes is a town in Licking Township, Blackford County, Indiana, United States.   It was incorporated on May 21, 1973—and was the first community in Indiana to do so in 50 years.  The small town consists of a group of six lakes that were created between 1960 and 1965, and the first lake was originally intended to be a water supply for a farmer's cattle.",what county is shamrock lake indiana
"<dbpedia:Thorntown,_Indiana>","Thorntown, Indiana","Thorntown is a town in Sugar Creek Township, Boone County, Indiana, United States. The population was 1,520 at the 2010 census.  Thorntown is located in northwestern Boone County, about halfway between Lafayette and Indianapolis.","what county is thorntown, indiana in"
"<dbpedia:Onward,_Indiana>","Onward, Indiana","Onward is a town in Tipton Township, Cass County, Indiana, United States. The population was 100 at the 2010 census.",what county is onward indiana in
"<dbpedia:Yeoman,_Indiana>","Yeoman, Indiana","Yeoman is a town in Jefferson Township, Carroll County, Indiana, United States. The population was 139 at the 2010 census. It is part of the Lafayette, Indiana Metropolitan Statistical Area.",what county is yeoman indiana in?
"<dbpedia:Jamestown,_Indiana>","Jamestown, Indiana","Jamestown is a town in Jackson Township, Boone County and Eel River Township, Hendricks County, Indiana, United States. The population was 958 at the 2010 census.","what county is jamestown, indiana"
"<dbpedia:Advance,_Indiana>","Advance, Indiana","Advance is a town in Jackson Township, Boone County, Indiana, United States. The population was 477 at the 2010 census.",what county is advance indiana
"<dbpedia:Flora,_Indiana>","Flora, Indiana","Flora is a town in Monroe Township, Carroll County, Indiana, United States. The population was 2,036 at the 2010 census. It is part of the Lafayette, Indiana Metropolitan Statistical Area.",what county is florea indiana in
"<dbpedia:Dunkirk,_Indiana>","Dunkirk, Indiana","Dunkirk is a city in Blackford and Jay counties in the U.S. state of Indiana. The population was 2,362 at the 2010 census.",where is dunkirk indiana
"<dbpedia:Nashville,_Indiana>","Nashville, Indiana","Nashville is a town in Washington Township, Brown County, Indiana, United States. The population was 803 at the 2010 census. The town is the county seat of Brown County and is the county's only incorporated town. The town is best known as the center of the Brown County Art Colony and as a tourist destination.","what county is nashville, indiana in?"
"<dbpedia:Ulen,_Indiana>","Ulen, Indiana","Ulen is a town in Center Township, Boone County, Indiana, United States. The population was 117 at the 2010 census.","what county is ulen, in"
"<dbpedia:Ambia,_Indiana>","Ambia, Indiana","Ambia is a town in Hickory Grove Township, Benton County, Indiana, United States. The population was 239 at the 2010 census. It is part of the Lafayette, Indiana Metropolitan Statistical Area.",ambia in what county
"<dbpedia:Lebanon,_Indiana>","Lebanon, Indiana","Lebanon (commonly pronounced ""Leba-nen"") is a city in and the county seat of Boone County, Indiana, United States. The population was 15,792 at the 2010 census. Lebanon is located in central Indiana, northwest of Indianapolis.",what county is lebanon indiana in
"<dbpedia:Henryville,_Indiana>","Henryville, Indiana","Henryville is a census-designated place (CDP) in Clark County, Indiana, United States. It forms part of Monroe Township. The population was 1,905 at the 2010 census. Henryville is home to Indiana's oldest state forest, Clark State Forest, and birthplace of entrepreneur Colonel Harland Sanders, whose iconic image appears in the Kentucky Fried Chicken logo.There was a tornado in 2012.",what county is henryville indiana in
"<dbpedia:Royal_Center,_Indiana>","Royal Center, Indiana","Royal Center is a town in Boone Township, Cass County, Indiana, United States. The population was 861 at the 2010 census.",what county is royal center indiana in?
"<dbpedia:Hartford_City,_Indiana>","Hartford City, Indiana","Hartford City is a city in the U.S. state of Indiana, and the county seat of Blackford County. Located in the northeast central portion of the state, the small farming community experienced a 15-year “boom” beginning in the late 1880s. The Indiana Gas Boom was caused by the discovery of natural gas in the area, and it caused the community to transition from an agricultural economy to one that also included manufacturing. After the boom, the town lost some of its manufacturers and workforce.",where is hartford city indiana located?
"<dbpedia:Sellersburg,_Indiana>","Sellersburg, Indiana","Sellersburg is a town located within Silver Creek Township, Clark County, Indiana, United States. It had a population of 6,128 at time of the 2010 census. Sellersburg is located along Interstate 65, about 15 minutes north of Louisville.","where is sellersburg, indiana"
"<dbpedia:Burlington,_Indiana>","Burlington, Indiana","Burlington is a town in Burlington Township, Carroll County, Indiana, United States. The population was 603 at the 2010 census. It is part of the Lafayette, Indiana Metropolitan Statistical Area. Although it is commonly more linked to Kokomo, Indiana with Indiana State Road 22 connecting the two cities, the state road's western terminus is in Burlington.",what county is burlington indiana in
"<dbpedia:Otterbein,_Indiana>","Otterbein, Indiana","Otterbein is a town in Bolivar Township, Benton County and Shelby Township, Tippecanoe County, Indiana, named for William Otterbein Brown who donated land for the town.  As of the 2010 census, its population was 1,262.  It is part of the Lafayette, Indiana Metropolitan Statistical Area.","where is otterbein, in"
"<dbpedia:Memphis,_Indiana>","Memphis, Indiana","Memphis is a census-designated place (CDP) in Clark County, Indiana, United States. The population was 695 at the 2010 census.",what county is memphis in in
"<dbpedia:Fowler,_Indiana>","Fowler, Indiana","Fowler is a town in Center Township, Benton County, Indiana, United States. The population was 2,317 at the 2010 census. It is part of the Lafayette, Indiana Metropolitan Statistical Area.",what county is fowler indiana in?
"<dbpedia:Delphi,_Indiana>","Delphi, Indiana","Delphi (/ˈdɛlfaɪ/) is a city in and the county seat of Carroll County, Indiana, United States.  Located twenty minutes northeast of Lafayette, it is part of the Lafayette, Indiana Metropolitan Statistical Area. The population was 2,893 at the 2010 census.",where is delphi indiana
"<dbpedia:Clarksville,_Indiana>","Clarksville, Indiana","Clarksville is a town in Clark County, Indiana, United States, along the Ohio River and is a part of the Louisville Metropolitan area. The population was 21,724 at the 2010 census. The town, once a home site to George Rogers Clark, was founded in 1783 and is the oldest American town in the Northwest Territory. The town is home to the Colgate clock, one of the largest clocks in the world and the Falls of the Ohio State Park, a large fossil bed.",what county is clarksville indiana in
"<dbpedia:Zionsville,_Indiana>","Zionsville, Indiana","Zionsville is a suburban town located in the extreme southeast area of Boone County, Indiana, United States, in Eagle Township, northwest of Indianapolis.  The population was 14,127 at the 2010 census.Zionsville promotes itself as a tourist attraction around its village-styled downtown area. This area primarily consists of Main Street, paved entirely in brick, which is lined with small stores and restaurants.","what county is zionsville, in"
"<dbpedia:Staunton,_Indiana>","Staunton, Indiana","Staunton is a town in Posey Township, Clay County, Indiana, United States. The population was 534 at the 2010 census. It is part of the Terre Haute Metropolitan Statistical Area.","what county is staunton, in"
"<dbpedia:Utica,_Indiana>","Utica, Indiana","Utica is a town in Utica Township, Clark County, Indiana, United States. The population was 776 at the 2010 census.",what county is utica indiana
"<dbpedia:Jeffersonville,_Indiana>","Jeffersonville, Indiana","Jeffersonville /ˈdʒɛfərsənvɪl/ is a city in Clark County, Indiana, along the Ohio River. Locally, the city is often referred to by the abbreviated name Jeff.  It is directly across the Ohio River to the north of Louisville, Kentucky along I-65. The population was 44,953 at the 2010 census. The city is the county seat of Clark County.",what county is jeffersonville indiana
"<dbpedia:Charlestown,_Indiana>","Charlestown, Indiana","Charlestown is a city in Clark County, Indiana, United States. The population was 7,585 at the 2010 census.",what county is charlestown indiana in
"<dbpedia:Clay_City,_Indiana>","Clay City, Indiana","Clay City is a town in Harrison Township, Clay County, Indiana, United States. The population was 861 at the 2010 census. It is part of the Terre Haute Metropolitan Statistical Area.","what county is clay city, indiana in"
"<dbpedia:Walton,_Indiana>","Walton, Indiana","Walton is a town in Tipton Township, Cass County, Indiana, United States. The population was 1,049 at the 2010 census.",walton in what county
"<dbpedia:Galveston,_Indiana>","Galveston, Indiana","Galveston /ɡæl-vɛsˈtən/ is a town in Jackson Township, Cass County, Indiana, United States. The population was 1,311 at the 2010 census.",what county is galveston indiana in
"<dbpedia:Knightsville,_Indiana>","Knightsville, Indiana","Knightsville is a town in Van Buren Township, Clay County, Indiana, United States. The population was 872 at the 2010 census. It is part of the Terre Haute Metropolitan Statistical Area.",where is knightsville indiana
"<dbpedia:Center_Point,_Indiana>","Center Point, Indiana","Center Point is a town in Sugar Ridge Township, Clay County, Indiana, United States. The population was 242 at the 2010 census. It is part of the Terre Haute Metropolitan Statistical Area.",what county is center point indiana in
"<dbpedia:Borden,_Indiana>","Borden, Indiana","Borden is a town in Wood Township, Clark County, Indiana, United States. The population was 808 at the 2010 census. The town's official name was New Providence until December 29, 1994.",what county is borden in in
"<dbpedia:New_Washington,_Indiana>","New Washington, Indiana","New Washington is an unincorporated community and census-designated place (CDP) in Clark County, Indiana, United States. As of the 2010 census, the population was 566.",what county is new washington indiana
"<dbpedia:Oak_Park,_Indiana>","Oak Park, Indiana","Oak Park is a census-designated place (CDP) in Clark County, Indiana, United States. The population was 5,379 at the 2000 census.",what county is oak park in
"<dbpedia:Carbon,_Indiana>","Carbon, Indiana","Carbon is a town in Van Buren Township, Clay County, Indiana, United States. The population was 397 at the 2010 census. It is part of the Terre Haute Metropolitan Statistical Area.",where is carbon indiana
"<dbpedia:Harmony,_Indiana>","Harmony, Indiana","For the utopian settlement formerly known as Harmony, see New Harmony, IndianaHarmony is a town in Van Buren Township, Clay County, Indiana, United States. The population was 656 at the 2010 census. It is part of the Terre Haute Metropolitan Statistical Area.",what county is harmony in indiana in
<dbpedia:Metropolis_(comics)>,Metropolis (comics),"Metropolis is a fictional American city appearing in American comic books published by DC Comics, and is the home of Superman. Portrayed as a prosperous and massive city, Metropolis first appeared by name in Action Comics #16 (September 1939).The co-creator and original artist of Superman, Joe Shuster, modeled the Metropolis skyline after Toronto, where he was born and lived until he was ten.",what is the dc metropolis
"<dbpedia:Brazil,_Indiana>","Brazil, Indiana","Brazil is a city in Clay County, Indiana, United States. The population was 7,912 at the 2010 census. The city is the county seat of Clay County. It is part of the Terre Haute Metropolitan Statistical Area. The current chief executive of Brazil is Mayor Brian Wyndham (Democrat).",what county is brazil indiana in
"<dbpedia:Colfax,_Indiana>","Colfax, Indiana","Colfax is a town in Perry Township, Clinton County, Indiana, United States. The population was 691 at the 2010 census.  The town was originally known as Midway since it was a half-way point on the IC&L Railroad between Lafayette and Indianapolis; it was later renamed to honor Vice President Schuyler Colfax.",where is colfax indiana
"<dbpedia:Kirklin,_Indiana>","Kirklin, Indiana","Kirklin is a town in Kirklin Township, Clinton County, Indiana, United States. The population was 788 at the 2010 census.  The town was named for Nathan Kirk, a local pioneer settler.",what county is kirklin indiana
"<dbpedia:Mulberry,_Indiana>","Mulberry, Indiana","Mulberry is a town in Madison Township, Clinton County, Indiana, United States. The population was 1,254 at the 2010 census.  The town was named for a mulberry tree which grew at the point where it was founded.",what county is mulberry indiana in
"<dbpedia:Leavenworth,_Indiana>","Leavenworth, Indiana","Leavenworth is a town in Jennings Township, Crawford County, Indiana, along the Ohio River. The population was 238 at the 2010 census.",what county is leavenworth in
"<dbpedia:Frankfort,_Indiana>","Frankfort, Indiana","Frankfort is a city in Clinton County, Indiana, United States. The population was 16,422 at the 2010 census. The city is the county seat of Clinton County.",what county is franklin indiana in
"<dbpedia:Michigantown,_Indiana>","Michigantown, Indiana","Michigantown is a town in Michigan Township, Clinton County, Indiana, United States. The population was 467 at the 2010 census.  The town was named for the Michigan Road, an early thoroughfare through the area.",what county is michigantown indiana in?
"<dbpedia:English,_Indiana>","English, Indiana","English is a town in and the county seat of Sterling Township, Crawford County, Indiana, United States.  The population was 645 at the 2010 census, making it one of Indiana's smallest county seats.",what county is english indiana in
"<dbpedia:Alfordsville,_Indiana>","Alfordsville, Indiana","Alfordsville is a town in Reeve Township, Daviess County, Indiana, United States. The population was 101 at the 2010 census.","what county is alfordsville, in"
"<dbpedia:Marengo,_Indiana>","Marengo, Indiana","Marengo is a town in Liberty Township, Crawford County, Indiana, United States. The population was 828 at the 2010 census. One of the tourist attractions and sources of revenue for the town is Marengo Cave, a U.S. National Landmark. Originally discovered in 1883 by two schoolchildren, today it offers guided tours.",what county is marengo in
"<dbpedia:Elnora,_Indiana>","Elnora, Indiana","Elnora is a town in Elmore Township, Daviess County, Indiana, United States. The population was 640 at the 2010 census.",what county is elnora indiana in
"<dbpedia:Odon,_Indiana>","Odon, Indiana","Odon is a town in Madison Township, Daviess County, Indiana, United States. The population was 1,354 at the 2010 census.",odon indiana what county
"<dbpedia:Milltown,_Indiana>","Milltown, Indiana","Milltown is a town in Blue River and Spencer townships in Harrison County and Whiskey Run Township in Crawford County, Indiana, United States. The population was 818 at the 2010 census.",what county is milltown indiana in
"<dbpedia:Montgomery,_Indiana>","Montgomery, Indiana","Montgomery is a town in Barr Township, Daviess County, Indiana, United States. The population was 343 at the 2010 census.",what county is montgomery indiana in
"<dbpedia:Cannelburg,_Indiana>","Cannelburg, Indiana","Cannelburg is a town in Barr Township, Daviess County, Indiana, United States. The population was 135 at the 2010 census.",where is cannelburg indiana
"<dbpedia:Rossville,_Indiana>","Rossville, Indiana","Rossville is a town in Ross Township, Clinton County, Indiana, United States. The population was 1,653 at the 2010 census.","what county is rossville, in"
"<dbpedia:Greendale,_Indiana>","Greendale, Indiana","Greendale is a city in Dearborn County, Indiana, United States. The population was 4,520 at the 2010 census.","what county is greendale,in in"
"<dbpedia:Bright,_Indiana>","Bright, Indiana","Bright is a census-designated place (CDP) in Dearborn County, Indiana, United States. The population was 5,693 at the 2010 census.",what county is bright indiana in
"<dbpedia:Plainville,_Indiana>","Plainville, Indiana","Plainville is a town in Steele Township, Daviess County, Indiana, United States. The population was 476 at the 2010 census.",where is plainville indiana
"<dbpedia:Alton,_Indiana>","Alton, Indiana","Alton is a town in Boone Township, Crawford County, Indiana, United States. The population was 55 at the 2010 census.",what county is alton indiana in
"<dbpedia:Aurora,_Indiana>","Aurora, Indiana","Aurora is a city nestled in Southeastern Indiana, along the Ohio River in Center township of Dearborn County, Indiana, United States. The population was 3,750 at the 2010 census.",where is aurora
"<dbpedia:Lawrenceburg,_Indiana>","Lawrenceburg, Indiana","Lawrenceburg is a city in Dearborn County, Indiana, United States. The population was 5,042 at the 2010 census. The city is the county seat and largest city of Dearborn County. Lawrenceburg is in southeast Indiana, on the Ohio River west of Cincinnati.","where is lawrenceburg, in"
"<dbpedia:Washington,_Indiana>","Washington, Indiana","Washington is a city in Daviess County, Indiana, United States. The population was 11,509 at the 2010 census. The city is the county seat of Daviess County.","what county is washington, indiana in"
"<dbpedia:Hidden_Valley,_Indiana>","Hidden Valley, Indiana","Hidden Valley is a census-designated place (CDP) in Dearborn County, Indiana, United States. The population was 5,387 at the 2010 census.",what county is hidden valley indiana in
"<dbpedia:West_Harrison,_Indiana>","West Harrison, Indiana","West Harrison is a town in Harrison Township, Dearborn County, Indiana, United States. The population was 289 at the 2010 census.",what county is harrison in
"<dbpedia:Moores_Hill,_Indiana>","Moores Hill, Indiana","Moores Hill is a town in Sparta Township, Dearborn County, Indiana, United States. The population was 597 at the 2010 census.",what county is moores hill indiana
"<dbpedia:Butler,_Indiana>","Butler, Indiana","Butler is a city in DeKalb County, Indiana, United States. The population was 2,684 at the 2010 census.",what county is butler indiana in
"<dbpedia:Dillsboro,_Indiana>","Dillsboro, Indiana","Dillsboro is a town in Clay Township, Dearborn County, Indiana, United States. The population was 1,327 at the 2010 census.",what county is dillsboro indiana in?
"<dbpedia:Millhousen,_Indiana>","Millhousen, Indiana","Millhousen is a town in Marion Township, Decatur County, Indiana, United States. The population was 127 at the 2010 census. Millhousen is perhaps best known for being the home of the Immaculate Conception Church, one of only four Roman Catholic churches in Decatur County, and Stone's Family Restaurant, one of the best known restaurants in Decatur County.",what county is millhousen indiana in
"<dbpedia:St._Paul,_Indiana>","St. Paul, Indiana","St. Paul is a small town on the border of Decatur and Shelby counties in the U.S. state of Indiana. The population was 1,031 at the 2010 census.","population st paul, indiana"
"<dbpedia:Westport,_Indiana>","Westport, Indiana","Westport is a town located in Sand Creek Township, Decatur County, Indiana. The population was 1,379 at the 2010 census. A covered bridge, built in 1880, is located about 1.5 miles east of town.",what county is westport indiana located
"<dbpedia:Greensburg,_Indiana>","Greensburg, Indiana","Greensburg is a city in Decatur County, Indiana, United States. The population was counted at 11,492 at the 2010 census. The city is the county seat of Decatur County.",what county is greensburg indiana in
"<dbpedia:Corunna,_Indiana>","Corunna, Indiana","Corunna is a town in Richland Township, DeKalb County, Indiana, United States. The population was 251 at the 2010 census.",what county is corunna indiana in
"<dbpedia:Ashley,_Indiana>","Ashley, Indiana","Ashley is a town in Indiana located on the border of Smithfield Township, DeKalb County and Steuben Township, Steuben County. The population was 983 at the 2010 census.",what county is ashley indiana
"<dbpedia:Saint_Leon,_Indiana>","Saint Leon, Indiana","Saint Leon is a town in Kelso Township, Dearborn County, Indiana, United States. The population was 678 at the 2010 census.",what county is st leon indiana in
"<dbpedia:Milford,_Decatur_County,_Indiana>","Milford, Decatur County, Indiana","Milford is an unincorporated community in Decatur County, Indiana, United States. On August 4, 2007, Milford was dissolved into an unincorporated community. The population was 121 at the 2000 census. Milford had the distinction of having the smallest population of any incorporated community in the State of Indiana.",what county is milford indiana
"<dbpedia:Waterloo,_Indiana>","Waterloo, Indiana","Waterloo is a town in Grant and Smithfield townships, DeKalb County, Indiana, United States. The population was 2,242 at the 2010 census.",what county is waterloo indiana in
"<dbpedia:Saint_Joe,_Indiana>","Saint Joe, Indiana","Saint Joe is a town in Concord Township, DeKalb County, Indiana, United States. The population was 460 at the 2010 census.",what county is st joe in indiana in
"<dbpedia:Gaston,_Indiana>","Gaston, Indiana","Gaston is a town in Washington Township, Delaware County, Indiana, United States. The population was 871 at the 2010 census. It is part of the Muncie, IN Metropolitan Statistical Area.","what county is gaston, in"
"<dbpedia:Hamilton,_Indiana>","Hamilton, Indiana","Hamilton is a town located on the border of Steuben County, Indiana and DeKalb County, Indiana.  In Steuben County, it is in Otsego Township, and in DeKalb County it is in Franklin Township.  The population was 1,532 at the 2010 census.",what county is hamilton indiana in
"<dbpedia:Altona,_Indiana>","Altona, Indiana","Altona is a town in Keyser Township, DeKalb County, Indiana, United States. The population was 197 at the 2010 census.",what county is altona indiana
"<dbpedia:Daleville,_Indiana>","Daleville, Indiana","Daleville is a town in Salem Township, Delaware County, Indiana, United States. The population was 1,647 at the 2010 census. It is part of the Muncie, IN Metropolitan Statistical Area.",what county is daleville indiana in
"<dbpedia:Selma,_Indiana>","Selma, Indiana","Selma is a town located in Liberty Township, Delaware County, Indiana. As of the 2010 census, the town had a total population of 866. It is part of the Muncie, IN Metropolitan Statistical Area.",what county is selma indiana located
"<dbpedia:Holland,_Indiana>","Holland, Indiana","Holland is a town in Cass Township, Dubois County, Indiana, United States. The population was 626 at the 2010 census. It is part of the Jasper Micropolitan Statistical Area.",what county is holland indiana in
"<dbpedia:Garrett,_Indiana>","Garrett, Indiana","Garrett is a city in Keyser Township, DeKalb County, Indiana, United States. The population was 6,286 at the 2010 census.",where is garrett indiana
"<dbpedia:Simonton_Lake,_Indiana>","Simonton Lake, Indiana","Simonton Lake is a census-designated place (CDP) in Elkhart County, Indiana, United States. The population was 4,678 at the 2010 census.",where is simonton lake indiana
"<dbpedia:Yorktown,_Indiana>","Yorktown, Indiana","Yorktown is a town in Mount Pleasant Township, Delaware County, Indiana, United States. The population was 9,405 at the 2010 census. It is part of the Muncie, IN Metropolitan Statistical Area.",where is yorktown indiana
"<dbpedia:Chesterfield,_Indiana>","Chesterfield, Indiana","Chesterfield is a town in the U.S. state of Indiana which lies in Union Township, Madison County. The population was 2,547 at the 2010 census. It is part of the Anderson, Indiana Metropolitan Statistical Area.",what county is chesterfield indiana in
"<dbpedia:Middlebury,_Indiana>","Middlebury, Indiana","Middlebury is a town in Middlebury Township, Elkhart County, Indiana, United States. It is located approximately 35 miles east of South Bend, 130 miles east of Chicago, Illinois and 165 miles north of Indianapolis. Middlebury is nestled in Northern Indiana's Amish country. As of the 2010 census, the town population was 3,420.",what county is middlebury indiana in
"<dbpedia:Birdseye,_Indiana>","Birdseye, Indiana","Birdseye is a town in Jefferson Township, Dubois County, Indiana, United States. As of the 2010 census, the town population was 415.Birdseye is part of the Jasper Micropolitan Statistical Area.",what county is birdseye indiana in
"<dbpedia:Albany,_Indiana>","Albany, Indiana","Albany is a town in Delaware and Randolph counties in the U.S. state of Indiana, along the Mississinewa River. The population was 2,165 at the 2010 census. It is part of the Muncie, IN Metropolitan Statistical Area.","where is albany, in"
"<dbpedia:Eaton,_Indiana>","Eaton, Indiana","Eaton is a town in Union Township, Delaware County, Indiana, along the Mississinewa River. The population was 1,805 at the 2010 census. It is part of the Muncie, IN Metropolitan Statistical Area.",where is eaton indiana?
"<dbpedia:Ferdinand,_Indiana>","Ferdinand, Indiana","Ferdinand is a town in Ferdinand Township, Dubois County, Indiana, United States. The population was 2,157 at the 2010 census. It was founded in 1840 by Joseph Kundek and named after the Emperor Ferdinand I of Austria.Ferdinand is part of the Jasper Micropolitan Statistical Area.",where is ferdinand indiana
"<dbpedia:Dunlap,_Indiana>","Dunlap, Indiana","Dunlap is a census-designated place (CDP) in Elkhart County, Indiana, United States. The population was 6,235 at the 2010 census. Once a small farming community, by the 1980s it had become a suburb of Elkhart and Goshen, Indiana. Most of the town was destroyed by two violent F4 tornadoes during the Palm Sunday Tornado Outbreak on April 11, 1965. Both tornadoes killed over 60 in the region.",what county is dunlap indiana
"<dbpedia:Bristol,_Indiana>","Bristol, Indiana","Bristol is a town in Washington Township, Elkhart County, Indiana, United States. The population was 1,602 at the 2010 census.",what county is bristol indiana in
"<dbpedia:Connersville,_Indiana>","Connersville, Indiana","Connersville is a third class city in Fayette County, east central Indiana, United States, 66 miles east by southeast of Indianapolis. The population was 13,481 at the 2010 census. The city is the county seat of and the largest and only incorporated town in Fayette County. It is home to the county's one and only high school.  The nearest significant city is Richmond, IN, approx. 26 miles northeast by road.",what county is connersville indiana in?
"<dbpedia:New_Paris,_Indiana>","New Paris, Indiana","New Paris is a census-designated place (CDP) in Elkhart County, Indiana, United States. The population was 1,494 at the 2010 census.",what county is new paris in
"<dbpedia:Huntingburg,_Indiana>","Huntingburg, Indiana","Huntingburg is a city in Dubois County, Indiana, United States. The population was 6,057 at the 2010 census. Located in southwestern Indiana, the city is known for its downtown with numerous antique shops. It is part of the Jasper Micropolitan Statistical Area. The city is also known as the ""Hollywood of the Midwest."" The movies A League of Their Own (1992), Hard Rain (1998), and the HBO film Soul of the Game (1996) were filmed in Huntingburg.",what county is huntingburg indiana in?
"<dbpedia:Jasper,_Indiana>","Jasper, Indiana","Jasper is a city in Dubois County, Indiana, United States located along the Patoka River. The population was 15,038 at the 2010 census making it the 55th largest city in Indiana. Jasper has been the county seat of Dubois County since 1830, succeeding Portersville. On November 4, 2007, Dubois County returned to the Eastern Time Zone, after having moved to the Central Time Zone the previous year.",what county is jasper indiana in
"<dbpedia:Nappanee,_Indiana>","Nappanee, Indiana","Nappanee is a city in Elkhart and Kosciusko counties in the U.S. state of Indiana. The population was 6,648 at the 2010 census. The name Nappanee probably means ""flour."" Nappanee holds the distinction of having the longest city name in the United States containing each letter in its name twice.",what county is nappanee indiana
"<dbpedia:Wakarusa,_Indiana>","Wakarusa, Indiana","Wakarusa is a town in Harrison and Olive townships in Elkhart County, Indiana, United States. The population was 1,758 at the 2010 census.Wakarusa is a small farming and manufacturing community located on Indiana 19 just north of Indiana 119.",what county is wakarusa indiana
"<dbpedia:Elkhart,_Indiana>","Elkhart, Indiana","Elkhart /ˈɛlkɑrt/ is a city in Elkhart County, Indiana, United States.  The city is located 15 miles (24 km) east of South Bend, Indiana, 110 miles (180 km) east of Chicago, Illinois, and 150 miles (240 km) north of Indianapolis, Indiana.  Elkhart has the larger population of the two principal cities of the Elkhart-Goshen Metropolitan Statistical Area, which in turn is part of the South Bend-Elkhart-Mishawaka Combined Statistical Area, in a region commonly known as Michiana.",where is elkhart indiana located
"<dbpedia:Auburn,_Indiana>","Auburn, Indiana","Auburn is a city in DeKalb County, Indiana, United States. The population was 13,086 at the 2010 census. Founded in 1836 by Wesley Park (1811–1868), the city is the county seat of DeKalb County.  Auburn is also known as Home of the Classics.",what county is auburn indiana in
"<dbpedia:Muncie,_Indiana>","Muncie, Indiana","Muncie /ˈmʌnsi/ is a city in the U.S. state of Indiana and the seat of Delaware County. Located in East Central Indiana, the city is approximately 60 miles (97 km) northeast of Indianapolis. As of the 2010 Census, the city's population was 70,085. It is the principal city of the Muncie, Indiana metropolitan statistical area, which has a population of 117,671.Founded along the White River, Muncie was platted in 1827 as a trading post between the native Delaware and white settlers.","where is muncie, indiana"
"<dbpedia:Glenwood,_Indiana>","Glenwood, Indiana","Glenwood is a town in Fairview and Orange townships, Fayette County and Union Township, Rush County in the U.S. state of Indiana. The population was 250 at the 2010 census.",what county is glenwood in indiana
"<dbpedia:Galena,_Indiana>","Galena, Indiana","Galena is a census-designated place (CDP) in Floyd County, Indiana, United States. The population was 1,818 at the 2010 census. The CDP includes the town of Galena as well as the nearby town of Floyds Knobs and their immediate surroundings.",what county is galena indiana
<dbpedia:The_Blitz>,The Blitz,"The Blitz (shortened from German Blitzkrieg, ""lightning war"") was the period of sustained strategic bombing of the United Kingdom by Nazi Germany during the Second World War.Between 7 September 1940 and 21 May 1941 there were major aerial raids (attacks in which more than 100 tons of high explosives were dropped) on 16 British cities.",what was blitz
"<dbpedia:Georgetown,_Floyd_County,_Indiana>","Georgetown, Floyd County, Indiana","Georgetown is a town in Floyd County, Indiana, United States. The population was 2,876 at the 2010 census.",what county is georgetown indiana
"<dbpedia:Greenville,_Indiana>","Greenville, Indiana","Greenville is a town in Greenville Township, Floyd County, Indiana, United States. The population was 595 at the 2010 census.",what county is greenville indiana in
"<dbpedia:Hillsboro,_Indiana>","Hillsboro, Indiana","Hillsboro is a town in Cain Township, Fountain County, Indiana, United States. The population was 538 at the 2010 census.",in what county is hillsboro in
"<dbpedia:Kingman,_Indiana>","Kingman, Indiana","Kingman is a town in Millcreek Township, Fountain County, Indiana, United States. The population was 511 at the 2010 census.",what county is kingman indiana in
"<dbpedia:Kewanna,_Indiana>","Kewanna, Indiana","Kewanna is a town in Union Township, Fulton County, Indiana, United States. The population was 613 at the 2010 census.",what county is kewanna indiana in
"<dbpedia:Cedar_Grove,_Indiana>","Cedar Grove, Indiana","Cedar Grove is a town in Highland Township, Franklin County, Indiana, United States. The population was 156 at the 2010 census.",where is cedar grove
"<dbpedia:New_Albany,_Indiana>","New Albany, Indiana","New Albany /ˈɑːlbəni/ is a city in Floyd County, Indiana, United States, situated along the Ohio River opposite Louisville, Kentucky. The population was 36,372 at the 2010 census. The city is the county seat of Floyd County. It is bounded by I-265 to the north and the Ohio River to the south, and is considered part of the Louisville, Kentucky Metropolitan Statistical Area. The mayor of New Albany is Jeff Gahan, a Democrat; he was elected in 2011.",what county is new albany indiana in
"<dbpedia:Veedersburg,_Indiana>","Veedersburg, Indiana","Veedersburg is a town in Van Buren Township, Fountain County, Indiana, United States. The population was 2,180 at the 2010 census.",what county is veedersburg indiana in
"<dbpedia:Wallace,_Indiana>","Wallace, Indiana","Wallace, originally named Jacksonville, is a town located in Jackson Township, Fountain County, Indiana, United States. At the 2010 census, the town had a total population of 105.",what county is wallace indiana in
"<dbpedia:Batesville,_Indiana>","Batesville, Indiana","Batesville is a city in Franklin and Ripley counties in the U.S. state of Indiana.  The population was 6,520 at the 2010 census. Both the Batesville Casket Company and the Hill-Rom hospital bed manufacturer are headquartered in this town. Batesville is noted for its central location between Indianapolis, Cincinnati, and Louisville.",what county is batesville indiana in
